Prefix,Country,"Network name",Interval
593728516,Ecuador,Etapa,1/1
59372853,Ecuador,Etapa,1/1
59372854,Ecuador,Etapa,1/1
59372855,Ecuador,Etapa,1/1
59372856,Ecuador,Etapa,1/1
59372857,Ecuador,Etapa,1/1
59372858,Ecuador,Etapa,1/1
59372859,Ecuador,Etapa,1/1
5937286,Ecuador,Etapa,1/1
59372870,Ecuador,Etapa,1/1
59372871,Ecuador,Etapa,1/1
593728720,Ecuador,Etapa,1/1
593728721,Ecuador,Etapa,1/1
593728722,Ecuador,Etapa,1/1
593728723,Ecuador,Etapa,1/1
593728724,Ecuador,Etapa,1/1
593728725,Ecuador,Etapa,1/1
593728726,Ecuador,Etapa,1/1
593728727,Ecuador,Etapa,1/1
59372875,Ecuador,Etapa,1/1
59372876,Ecuador,Etapa,1/1
59372877,Ecuador,Etapa,1/1
59372878,Ecuador,Etapa,1/1
59372879,Ecuador,Etapa,1/1
59372880,Ecuador,Etapa,1/1
59372881,Ecuador,Etapa,1/1
59372882,Ecuador,Etapa,1/1
59372883,Ecuador,Etapa,1/1
59372884,Ecuador,Etapa,1/1
59372885,Ecuador,Etapa,1/1
59372886,Ecuador,Etapa,1/1
59372887,Ecuador,Etapa,1/1
59372888,Ecuador,Etapa,1/1
593728890,Ecuador,Etapa,1/1
593728891,Ecuador,Etapa,1/1
593728892,Ecuador,Etapa,1/1
593728893,Ecuador,Etapa,1/1
593728894,Ecuador,Etapa,1/1
593728895,Ecuador,Etapa,1/1
593728896,Ecuador,Etapa,1/1
59372890,Ecuador,Etapa,1/1
59372891,Ecuador,Etapa,1/1
59372892,Ecuador,Etapa,1/1
59372893,Ecuador,Etapa,1/1
59372894,Ecuador,Etapa,1/1
593728950,Ecuador,Etapa,1/1
593728951,Ecuador,Etapa,1/1
593728952,Ecuador,Etapa,1/1
593728953,Ecuador,Etapa,1/1
593728954,Ecuador,Etapa,1/1
593728955,Ecuador,Etapa,1/1
593728956,Ecuador,Etapa,1/1
59372896,Ecuador,Etapa,1/1
59372897,Ecuador,Etapa,1/1
59372898,Ecuador,Etapa,1/1
59372899,Ecuador,Etapa,1/1
59372900,Ecuador,Etapa,1/1
593729010,Ecuador,Etapa,1/1
593729011,Ecuador,Etapa,1/1
593729012,Ecuador,Etapa,1/1
593729013,Ecuador,Etapa,1/1
593729014,Ecuador,Etapa,1/1
593729015,Ecuador,Etapa,1/1
593740000,Ecuador,Etapa,1/1
593740001,Ecuador,Etapa,1/1
593740002,Ecuador,Etapa,1/1
593740003,Ecuador,Etapa,1/1
593740004,Ecuador,Etapa,1/1
593740005,Ecuador,Etapa,1/1
593740006,Ecuador,Etapa,1/1
593740040,Ecuador,Etapa,1/1
593740041,Ecuador,Etapa,1/1
593740042,Ecuador,Etapa,1/1
593740043,Ecuador,Etapa,1/1
593740080,Ecuador,Etapa,1/1
593740081,Ecuador,Etapa,1/1
593740082,Ecuador,Etapa,1/1
593740083,Ecuador,Etapa,1/1
593740120,Ecuador,Etapa,1/1
593740121,Ecuador,Etapa,1/1
593740122,Ecuador,Etapa,1/1
593740123,Ecuador,Etapa,1/1
593740124,Ecuador,Etapa,1/1
593740125,Ecuador,Etapa,1/1
593740160,Ecuador,Etapa,1/1
593740161,Ecuador,Etapa,1/1
593740162,Ecuador,Etapa,1/1
593740163,Ecuador,Etapa,1/1
593740164,Ecuador,Etapa,1/1
593740200,Ecuador,Etapa,1/1
593740201,Ecuador,Etapa,1/1
593740202,Ecuador,Etapa,1/1
593740203,Ecuador,Etapa,1/1
593740204,Ecuador,Etapa,1/1
593740205,Ecuador,Etapa,1/1
59374024,Ecuador,Etapa,1/1
59374025,Ecuador,Etapa,1/1
5937403,Ecuador,Etapa,1/1
5937404,Ecuador,Etapa,1/1
59374050,Ecuador,Etapa,1/1
59374051,Ecuador,Etapa,1/1
59374052,Ecuador,Etapa,1/1
59374053,Ecuador,Etapa,1/1
59374054,Ecuador,Etapa,1/1
59374056,Ecuador,Etapa,1/1
59374058,Ecuador,Etapa,1/1
59374060,Ecuador,Etapa,1/1
593740640,Ecuador,Etapa,1/1
593740641,Ecuador,Etapa,1/1
593740642,Ecuador,Etapa,1/1
593740643,Ecuador,Etapa,1/1
593740644,Ecuador,Etapa,1/1
593740645,Ecuador,Etapa,1/1
593740646,Ecuador,Etapa,1/1
59374068,Ecuador,Etapa,1/1
59374069,Ecuador,Etapa,1/1
59374073,Ecuador,Etapa,1/1
59374074,Ecuador,Etapa,1/1
59374075,Ecuador,Etapa,1/1
59374076,Ecuador,Etapa,1/1
59374077,Ecuador,Etapa,1/1
59374078,Ecuador,Etapa,1/1
59374079,Ecuador,Etapa,1/1
5937408,Ecuador,Etapa,1/1
5937409,Ecuador,Etapa,1/1
59374100,Ecuador,Etapa,1/1
59374101,Ecuador,Etapa,1/1
59374102,Ecuador,Etapa,1/1
59374103,Ecuador,Etapa,1/1
59374104,Ecuador,Etapa,1/1
59374105,Ecuador,Etapa,1/1
59374136,Ecuador,Etapa,1/1
59374137,Ecuador,Etapa,1/1
59374138,Ecuador,Etapa,1/1
59374139,Ecuador,Etapa,1/1
5937414,Ecuador,Etapa,1/1
59374150,Ecuador,Etapa,1/1
59374151,Ecuador,Etapa,1/1
59374152,Ecuador,Etapa,1/1
59374153,Ecuador,Etapa,1/1
59374154,Ecuador,Etapa,1/1
59374155,Ecuador,Etapa,1/1
59374173,Ecuador,Etapa,1/1
59374175,Ecuador,Etapa,1/1
59374177,Ecuador,Etapa,1/1
59374179,Ecuador,Etapa,1/1
59374181,Ecuador,Etapa,1/1
59374183,Ecuador,Etapa,1/1
59374185,Ecuador,Etapa,1/1
59374187,Ecuador,Etapa,1/1
59374189,Ecuador,Etapa,1/1
59374191,Ecuador,Etapa,1/1
59374193,Ecuador,Etapa,1/1
59374195,Ecuador,Etapa,1/1
59374197,Ecuador,Etapa,1/1
59374199,Ecuador,Etapa,1/1
593742000,Ecuador,Etapa,1/1
593742001,Ecuador,Etapa,1/1
593742002,Ecuador,Etapa,1/1
593742003,Ecuador,Etapa,1/1
593742004,Ecuador,Etapa,1/1
59374203,Ecuador,Etapa,1/1
59374205,Ecuador,Etapa,1/1
59374207,Ecuador,Etapa,1/1
59374209,Ecuador,Etapa,1/1
593742110,Ecuador,Etapa,1/1
593742111,Ecuador,Etapa,1/1
593742112,Ecuador,Etapa,1/1
593742113,Ecuador,Etapa,1/1
593742114,Ecuador,Etapa,1/1
593742115,Ecuador,Etapa,1/1
59374213,Ecuador,Etapa,1/1
59374214,Ecuador,Etapa,1/1
59374215,Ecuador,Etapa,1/1
593770000,Ecuador,Etapa,1/1
593770001,Ecuador,Etapa,1/1
593770002,Ecuador,Etapa,1/1
593770003,Ecuador,Etapa,1/1
593770004,Ecuador,Etapa,1/1
593770010,Ecuador,Etapa,1/1
593770011,Ecuador,Etapa,1/1
593770040,Ecuador,Etapa,1/1
59377005,Ecuador,Etapa,1/1
593770060,Ecuador,Etapa,1/1
593770061,Ecuador,Etapa,1/1
593770062,Ecuador,Etapa,1/1
5939,Ecuador,Mobile,1/1
5939586,Ecuador,"Movistar Mobile",1/1
5939587,Ecuador,"Movistar Mobile",1/1
5939588,Ecuador,"Movistar Mobile",1/1
5939589,Ecuador,"Movistar Mobile",1/1
5939690,Ecuador,"Movistar Mobile",1/1
5939786,Ecuador,"Movistar Mobile",1/1
5939787,Ecuador,"Movistar Mobile",1/1
5939788,Ecuador,"Movistar Mobile",1/1
5939789,Ecuador,"Movistar Mobile",1/1
5939790,Ecuador,"Movistar Mobile",1/1
5939791,Ecuador,"Movistar Mobile",1/1
5939792,Ecuador,"Movistar Mobile",1/1
5939793,Ecuador,"Movistar Mobile",1/1
59398,Ecuador,"Movistar Mobile",1/1
5939925,Ecuador,"Movistar Mobile",1/1
5939926,Ecuador,"Movistar Mobile",1/1
5939927,Ecuador,"Movistar Mobile",1/1
5939928,Ecuador,"Movistar Mobile",1/1
5939929,Ecuador,"Movistar Mobile",1/1
593995,Ecuador,"Movistar Mobile",1/1
593998,Ecuador,"Movistar Mobile",1/1
5939990,Ecuador,"Movistar Mobile",1/1
5939992,Ecuador,"Movistar Mobile",1/1
5939997,Ecuador,"Movistar Mobile",1/1
5939998,Ecuador,"Movistar Mobile",1/1
5939999,Ecuador,"Movistar Mobile",1/1
593,Ecuador,Other,1/1
593939,Ecuador,"Porta Mobile",1/1
59394900,Ecuador,"Porta Mobile",1/1
59394901,Ecuador,"Porta Mobile",1/1
59394902,Ecuador,"Porta Mobile",1/1
59394903,Ecuador,"Porta Mobile",1/1
59394904,Ecuador,"Porta Mobile",1/1
59394905,Ecuador,"Porta Mobile",1/1
59394906,Ecuador,"Porta Mobile",1/1
593959,Ecuador,"Porta Mobile",1/1
593967,Ecuador,"Porta Mobile",1/1
593968,Ecuador,"Porta Mobile",1/1
5939691,Ecuador,"Porta Mobile",1/1
5939692,Ecuador,"Porta Mobile",1/1
5939693,Ecuador,"Porta Mobile",1/1
5939694,Ecuador,"Porta Mobile",1/1
5939695,Ecuador,"Porta Mobile",1/1
5939696,Ecuador,"Porta Mobile",1/1
5939697,Ecuador,"Porta Mobile",1/1
5939698,Ecuador,"Porta Mobile",1/1
5939699,Ecuador,"Porta Mobile",1/1
59397800,Ecuador,"Porta Mobile",1/1
59397801,Ecuador,"Porta Mobile",1/1
59397802,Ecuador,"Porta Mobile",1/1
5939794,Ecuador,"Porta Mobile",1/1
5939795,Ecuador,"Porta Mobile",1/1
5939796,Ecuador,"Porta Mobile",1/1
5939797,Ecuador,"Porta Mobile",1/1
5939798,Ecuador,"Porta Mobile",1/1
5939799,Ecuador,"Porta Mobile",1/1
593980,Ecuador,"Porta Mobile",1/1
593981,Ecuador,"Porta Mobile",1/1
5939825,Ecuador,"Porta Mobile",1/1
5939826,Ecuador,"Porta Mobile",1/1
5939827,Ecuador,"Porta Mobile",1/1
5939828,Ecuador,"Porta Mobile",1/1
5939829,Ecuador,"Porta Mobile",1/1
5939836,Ecuador,"Porta Mobile",1/1
593985,Ecuador,"Porta Mobile",1/1
593986,Ecuador,"Porta Mobile",1/1
593988,Ecuador,"Porta Mobile",1/1
593989,Ecuador,"Porta Mobile",1/1
59399,Ecuador,"Porta Mobile",1/1
202,Egypt,Cairo,1/1
2011,Egypt,"Etisalat Misr Mobile",1/1
2014,Egypt,"Etisalat Misr Mobile",1/1
20152,Egypt,"Etisalat Misr Mobile",1/1
20155,Egypt,"Etisalat Misr Mobile",1/1
2012,Egypt,"Mobinil Mobile",1/1
20,Egypt,Other,1/1
2010,Egypt,"Vodafone Mobile",1/1
5032132,"El Salvador",Cte,1/1
5032133,"El Salvador",Cte,1/1
50322010,"El Salvador",Cte,1/1
50322011,"El Salvador",Cte,1/1
50322012,"El Salvador",Cte,1/1
50322013,"El Salvador",Cte,1/1
50322014,"El Salvador",Cte,1/1
5032203,"El Salvador",Cte,1/1
5032204,"El Salvador",Cte,1/1
5032205,"El Salvador",Cte,1/1
5032206,"El Salvador",Cte,1/1
5032209,"El Salvador",Cte,1/1
5032212,"El Salvador",Cte,1/1
5032213,"El Salvador",Cte,1/1
5032214,"El Salvador",Cte,1/1
5032216,"El Salvador",Cte,1/1
50322185,"El Salvador",Cte,1/1
50322186,"El Salvador",Cte,1/1
50322187,"El Salvador",Cte,1/1
50322188,"El Salvador",Cte,1/1
50322189,"El Salvador",Cte,1/1
503222,"El Salvador",Cte,1/1
5032231,"El Salvador",Cte,1/1
5032232,"El Salvador",Cte,1/1
5032234,"El Salvador",Cte,1/1
5032235,"El Salvador",Cte,1/1
50322370,"El Salvador",Cte,1/1
50322371,"El Salvador",Cte,1/1
50322372,"El Salvador",Cte,1/1
50322373,"El Salvador",Cte,1/1
50322374,"El Salvador",Cte,1/1
50322375,"El Salvador",Cte,1/1
5032239,"El Salvador",Cte,1/1
5032240,"El Salvador",Cte,1/1
5032241,"El Salvador",Cte,1/1
5032242,"El Salvador",Cte,1/1
5032243,"El Salvador",Cte,1/1
5032245,"El Salvador",Cte,1/1
50322460,"El Salvador",Cte,1/1
50322461,"El Salvador",Cte,1/1
50322462,"El Salvador",Cte,1/1
50322463,"El Salvador",Cte,1/1
50322464,"El Salvador",Cte,1/1
5032248,"El Salvador",Cte,1/1
50322490,"El Salvador",Cte,1/1
50322491,"El Salvador",Cte,1/1
50322492,"El Salvador",Cte,1/1
50322493,"El Salvador",Cte,1/1
50322494,"El Salvador",Cte,1/1
5032250,"El Salvador",Cte,1/1
5032251,"El Salvador",Cte,1/1
5032253,"El Salvador",Cte,1/1
50322540,"El Salvador",Cte,1/1
50322541,"El Salvador",Cte,1/1
50322542,"El Salvador",Cte,1/1
50322543,"El Salvador",Cte,1/1
50322544,"El Salvador",Cte,1/1
5032258,"El Salvador",Cte,1/1
5032260,"El Salvador",Cte,1/1
5032261,"El Salvador",Cte,1/1
50322620,"El Salvador",Cte,1/1
50322621,"El Salvador",Cte,1/1
50322622,"El Salvador",Cte,1/1
50322623,"El Salvador",Cte,1/1
50322624,"El Salvador",Cte,1/1
50322625,"El Salvador",Cte,1/1
50322626,"El Salvador",Cte,1/1
5032263,"El Salvador",Cte,1/1
5032264,"El Salvador",Cte,1/1
5032267,"El Salvador",Cte,1/1
50322683,"El Salvador",Cte,1/1
50322684,"El Salvador",Cte,1/1
50322685,"El Salvador",Cte,1/1
50322686,"El Salvador",Cte,1/1
5032270,"El Salvador",Cte,1/1
5032271,"El Salvador",Cte,1/1
5032272,"El Salvador",Cte,1/1
5032273,"El Salvador",Cte,1/1
5032274,"El Salvador",Cte,1/1
5032276,"El Salvador",Cte,1/1
5032277,"El Salvador",Cte,1/1
5032278,"El Salvador",Cte,1/1
5032279,"El Salvador",Cte,1/1
50322800,"El Salvador",Cte,1/1
50322801,"El Salvador",Cte,1/1
50322802,"El Salvador",Cte,1/1
50322803,"El Salvador",Cte,1/1
50322804,"El Salvador",Cte,1/1
50322805,"El Salvador",Cte,1/1
50322806,"El Salvador",Cte,1/1
50322807,"El Salvador",Cte,1/1
50322808,"El Salvador",Cte,1/1
5032281,"El Salvador",Cte,1/1
5032282,"El Salvador",Cte,1/1
5032284,"El Salvador",Cte,1/1
5032286,"El Salvador",Cte,1/1
5032288,"El Salvador",Cte,1/1
5032289,"El Salvador",Cte,1/1
503229,"El Salvador",Cte,1/1
50323010,"El Salvador",Cte,1/1
50323011,"El Salvador",Cte,1/1
50323012,"El Salvador",Cte,1/1
50323058,"El Salvador",Cte,1/1
50323059,"El Salvador",Cte,1/1
50323067,"El Salvador",Cte,1/1
50323068,"El Salvador",Cte,1/1
50323080,"El Salvador",Cte,1/1
50323081,"El Salvador",Cte,1/1
5032309,"El Salvador",Cte,1/1
50323100,"El Salvador",Cte,1/1
50323101,"El Salvador",Cte,1/1
50323102,"El Salvador",Cte,1/1
50323103,"El Salvador",Cte,1/1
50323104,"El Salvador",Cte,1/1
50323130,"El Salvador",Cte,1/1
50323140,"El Salvador",Cte,1/1
50323141,"El Salvador",Cte,1/1
50323142,"El Salvador",Cte,1/1
50323143,"El Salvador",Cte,1/1
50323144,"El Salvador",Cte,1/1
5032318,"El Salvador",Cte,1/1
50323190,"El Salvador",Cte,1/1
50323191,"El Salvador",Cte,1/1
50323192,"El Salvador",Cte,1/1
50323193,"El Salvador",Cte,1/1
50323194,"El Salvador",Cte,1/1
50323195,"El Salvador",Cte,1/1
50323196,"El Salvador",Cte,1/1
50323214,"El Salvador",Cte,1/1
50323215,"El Salvador",Cte,1/1
50323220,"El Salvador",Cte,1/1
50323221,"El Salvador",Cte,1/1
50323222,"El Salvador",Cte,1/1
50323240,"El Salvador",Cte,1/1
5032325,"El Salvador",Cte,1/1
5032327,"El Salvador",Cte,1/1
50323300,"El Salvador",Cte,1/1
50323301,"El Salvador",Cte,1/1
50323302,"El Salvador",Cte,1/1
50323303,"El Salvador",Cte,1/1
50323304,"El Salvador",Cte,1/1
50323305,"El Salvador",Cte,1/1
50323306,"El Salvador",Cte,1/1
50323307,"El Salvador",Cte,1/1
50323309,"El Salvador",Cte,1/1
50323312,"El Salvador",Cte,1/1
50323313,"El Salvador",Cte,1/1
50323314,"El Salvador",Cte,1/1
50323319,"El Salvador",Cte,1/1
50323320,"El Salvador",Cte,1/1
50323322,"El Salvador",Cte,1/1
50323323,"El Salvador",Cte,1/1
50323330,"El Salvador",Cte,1/1
50323331,"El Salvador",Cte,1/1
50323332,"El Salvador",Cte,1/1
50323333,"El Salvador",Cte,1/1
50323334,"El Salvador",Cte,1/1
50323335,"El Salvador",Cte,1/1
50323336,"El Salvador",Cte,1/1
50323337,"El Salvador",Cte,1/1
50323339,"El Salvador",Cte,1/1
5032334,"El Salvador",Cte,1/1
50323351,"El Salvador",Cte,1/1
50323352,"El Salvador",Cte,1/1
50323353,"El Salvador",Cte,1/1
50323357,"El Salvador",Cte,1/1
50323359,"El Salvador",Cte,1/1
50323380,"El Salvador",Cte,1/1
50323381,"El Salvador",Cte,1/1
50323382,"El Salvador",Cte,1/1
50323383,"El Salvador",Cte,1/1
50323384,"El Salvador",Cte,1/1
50323385,"El Salvador",Cte,1/1
50323386,"El Salvador",Cte,1/1
50323388,"El Salvador",Cte,1/1
50323389,"El Salvador",Cte,1/1
50323397,"El Salvador",Cte,1/1
50323398,"El Salvador",Cte,1/1
50323399,"El Salvador",Cte,1/1
50323407,"El Salvador",Cte,1/1
50323408,"El Salvador",Cte,1/1
50323409,"El Salvador",Cte,1/1
50323413,"El Salvador",Cte,1/1
50323414,"El Salvador",Cte,1/1
50323420,"El Salvador",Cte,1/1
50323423,"El Salvador",Cte,1/1
50323453,"El Salvador",Cte,1/1
50323454,"El Salvador",Cte,1/1
50323455,"El Salvador",Cte,1/1
50323456,"El Salvador",Cte,1/1
50323457,"El Salvador",Cte,1/1
50323458,"El Salvador",Cte,1/1
50323459,"El Salvador",Cte,1/1
5032346,"El Salvador",Cte,1/1
5032347,"El Salvador",Cte,1/1
50323488,"El Salvador",Cte,1/1
50323489,"El Salvador",Cte,1/1
5032349,"El Salvador",Cte,1/1
50323509,"El Salvador",Cte,1/1
5032351,"El Salvador",Cte,1/1
50323529,"El Salvador",Cte,1/1
50323536,"El Salvador",Cte,1/1
5032354,"El Salvador",Cte,1/1
50323560,"El Salvador",Cte,1/1
50323569,"El Salvador",Cte,1/1
50323570,"El Salvador",Cte,1/1
50323600,"El Salvador",Cte,1/1
50323610,"El Salvador",Cte,1/1
50323611,"El Salvador",Cte,1/1
50323620,"El Salvador",Cte,1/1
50323621,"El Salvador",Cte,1/1
50323622,"El Salvador",Cte,1/1
50323623,"El Salvador",Cte,1/1
50323624,"El Salvador",Cte,1/1
50323625,"El Salvador",Cte,1/1
50323626,"El Salvador",Cte,1/1
50323627,"El Salvador",Cte,1/1
50323628,"El Salvador",Cte,1/1
50323650,"El Salvador",Cte,1/1
50323690,"El Salvador",Cte,1/1
50323691,"El Salvador",Cte,1/1
5032372,"El Salvador",Cte,1/1
50323765,"El Salvador",Cte,1/1
50323780,"El Salvador",Cte,1/1
50323781,"El Salvador",Cte,1/1
5032379,"El Salvador",Cte,1/1
50323820,"El Salvador",Cte,1/1
50323821,"El Salvador",Cte,1/1
50323822,"El Salvador",Cte,1/1
50323823,"El Salvador",Cte,1/1
50323824,"El Salvador",Cte,1/1
50323842,"El Salvador",Cte,1/1
50323843,"El Salvador",Cte,1/1
50323844,"El Salvador",Cte,1/1
50323863,"El Salvador",Cte,1/1
5032389,"El Salvador",Cte,1/1
5032393,"El Salvador",Cte,1/1
50323959,"El Salvador",Cte,1/1
50323963,"El Salvador",Cte,1/1
50323967,"El Salvador",Cte,1/1
50323988,"El Salvador",Cte,1/1
5032399,"El Salvador",Cte,1/1
5032401,"El Salvador",Cte,1/1
5032402,"El Salvador",Cte,1/1
50324080,"El Salvador",Cte,1/1
50324081,"El Salvador",Cte,1/1
50324082,"El Salvador",Cte,1/1
50324083,"El Salvador",Cte,1/1
50324084,"El Salvador",Cte,1/1
50324085,"El Salvador",Cte,1/1
50324130,"El Salvador",Cte,1/1
50324131,"El Salvador",Cte,1/1
50324132,"El Salvador",Cte,1/1
50324133,"El Salvador",Cte,1/1
50324134,"El Salvador",Cte,1/1
50324174,"El Salvador",Cte,1/1
50324180,"El Salvador",Cte,1/1
50324181,"El Salvador",Cte,1/1
5032420,"El Salvador",Cte,1/1
5032421,"El Salvador",Cte,1/1
50324220,"El Salvador",Cte,1/1
50324221,"El Salvador",Cte,1/1
5032429,"El Salvador",Cte,1/1
50324330,"El Salvador",Cte,1/1
50324370,"El Salvador",Cte,1/1
5032440,"El Salvador",Cte,1/1
50324410,"El Salvador",Cte,1/1
50324411,"El Salvador",Cte,1/1
50324412,"El Salvador",Cte,1/1
50324413,"El Salvador",Cte,1/1
50324414,"El Salvador",Cte,1/1
50324415,"El Salvador",Cte,1/1
50324416,"El Salvador",Cte,1/1
50324417,"El Salvador",Cte,1/1
50324418,"El Salvador",Cte,1/1
50324420,"El Salvador",Cte,1/1
50324430,"El Salvador",Cte,1/1
50324431,"El Salvador",Cte,1/1
50324440,"El Salvador",Cte,1/1
50324441,"El Salvador",Cte,1/1
5032445,"El Salvador",Cte,1/1
50324469,"El Salvador",Cte,1/1
5032447,"El Salvador",Cte,1/1
5032448,"El Salvador",Cte,1/1
50324490,"El Salvador",Cte,1/1
50324491,"El Salvador",Cte,1/1
50324492,"El Salvador",Cte,1/1
50324500,"El Salvador",Cte,1/1
50324501,"El Salvador",Cte,1/1
50324502,"El Salvador",Cte,1/1
50324503,"El Salvador",Cte,1/1
50324504,"El Salvador",Cte,1/1
50324505,"El Salvador",Cte,1/1
5032451,"El Salvador",Cte,1/1
5032452,"El Salvador",Cte,1/1
50324530,"El Salvador",Cte,1/1
50324531,"El Salvador",Cte,1/1
50324535,"El Salvador",Cte,1/1
50324536,"El Salvador",Cte,1/1
50324575,"El Salvador",Cte,1/1
50324609,"El Salvador",Cte,1/1
50324610,"El Salvador",Cte,1/1
50324611,"El Salvador",Cte,1/1
50324612,"El Salvador",Cte,1/1
50324649,"El Salvador",Cte,1/1
50324679,"El Salvador",Cte,1/1
50324692,"El Salvador",Cte,1/1
50324693,"El Salvador",Cte,1/1
50324700,"El Salvador",Cte,1/1
50324715,"El Salvador",Cte,1/1
50324723,"El Salvador",Cte,1/1
50324737,"El Salvador",Cte,1/1
50324738,"El Salvador",Cte,1/1
50324739,"El Salvador",Cte,1/1
5032483,"El Salvador",Cte,1/1
5032484,"El Salvador",Cte,1/1
5032486,"El Salvador",Cte,1/1
5032487,"El Salvador",Cte,1/1
50325030,"El Salvador",Cte,1/1
50325031,"El Salvador",Cte,1/1
50325032,"El Salvador",Cte,1/1
50325033,"El Salvador",Cte,1/1
5032510,"El Salvador",Cte,1/1
5032511,"El Salvador",Cte,1/1
5032519,"El Salvador",Cte,1/1
503252,"El Salvador",Cte,1/1
50325917,"El Salvador",Cte,1/1
50325918,"El Salvador",Cte,1/1
50325919,"El Salvador",Cte,1/1
50325920,"El Salvador",Cte,1/1
50325928,"El Salvador",Cte,1/1
50325929,"El Salvador",Cte,1/1
50325940,"El Salvador",Cte,1/1
50326040,"El Salvador",Cte,1/1
50326041,"El Salvador",Cte,1/1
50326042,"El Salvador",Cte,1/1
50326043,"El Salvador",Cte,1/1
50326044,"El Salvador",Cte,1/1
50326045,"El Salvador",Cte,1/1
50326046,"El Salvador",Cte,1/1
50326085,"El Salvador",Cte,1/1
50326102,"El Salvador",Cte,1/1
50326110,"El Salvador",Cte,1/1
50326111,"El Salvador",Cte,1/1
50326130,"El Salvador",Cte,1/1
50326140,"El Salvador",Cte,1/1
50326160,"El Salvador",Cte,1/1
50326161,"El Salvador",Cte,1/1
50326182,"El Salvador",Cte,1/1
50326186,"El Salvador",Cte,1/1
50326190,"El Salvador",Cte,1/1
50326191,"El Salvador",Cte,1/1
50326194,"El Salvador",Cte,1/1
50326199,"El Salvador",Cte,1/1
50326220,"El Salvador",Cte,1/1
50326221,"El Salvador",Cte,1/1
50326222,"El Salvador",Cte,1/1
50326223,"El Salvador",Cte,1/1
50326224,"El Salvador",Cte,1/1
5032624,"El Salvador",Cte,1/1
50326264,"El Salvador",Cte,1/1
50326265,"El Salvador",Cte,1/1
50326266,"El Salvador",Cte,1/1
50326267,"El Salvador",Cte,1/1
50326270,"El Salvador",Cte,1/1
50326274,"El Salvador",Cte,1/1
50326275,"El Salvador",Cte,1/1
50326276,"El Salvador",Cte,1/1
50326278,"El Salvador",Cte,1/1
50326280,"El Salvador",Cte,1/1
50326281,"El Salvador",Cte,1/1
50326282,"El Salvador",Cte,1/1
50326283,"El Salvador",Cte,1/1
50326284,"El Salvador",Cte,1/1
50326295,"El Salvador",Cte,1/1
50326308,"El Salvador",Cte,1/1
50326320,"El Salvador",Cte,1/1
50326321,"El Salvador",Cte,1/1
50326322,"El Salvador",Cte,1/1
50326323,"El Salvador",Cte,1/1
50326324,"El Salvador",Cte,1/1
50326325,"El Salvador",Cte,1/1
50326337,"El Salvador",Cte,1/1
50326338,"El Salvador",Cte,1/1
50326339,"El Salvador",Cte,1/1
5032639,"El Salvador",Cte,1/1
50326411,"El Salvador",Cte,1/1
50326412,"El Salvador",Cte,1/1
50326413,"El Salvador",Cte,1/1
50326414,"El Salvador",Cte,1/1
5032645,"El Salvador",Cte,1/1
50326470,"El Salvador",Cte,1/1
50326477,"El Salvador",Cte,1/1
50326480,"El Salvador",Cte,1/1
50326490,"El Salvador",Cte,1/1
50326494,"El Salvador",Cte,1/1
50326495,"El Salvador",Cte,1/1
50326497,"El Salvador",Cte,1/1
50326499,"El Salvador",Cte,1/1
50326500,"El Salvador",Cte,1/1
50326501,"El Salvador",Cte,1/1
50326510,"El Salvador",Cte,1/1
50326520,"El Salvador",Cte,1/1
50326540,"El Salvador",Cte,1/1
50326541,"El Salvador",Cte,1/1
50326542,"El Salvador",Cte,1/1
50326543,"El Salvador",Cte,1/1
50326581,"El Salvador",Cte,1/1
50326586,"El Salvador",Cte,1/1
50326588,"El Salvador",Cte,1/1
50326590,"El Salvador",Cte,1/1
50326593,"El Salvador",Cte,1/1
50326595,"El Salvador",Cte,1/1
50326596,"El Salvador",Cte,1/1
5032660,"El Salvador",Cte,1/1
